CID,BDATE,GEN
AW00027362,20-10-1977,Male
AW00027363,08-08-1983,Female
AW00027364,23-08-1982,Male
AW00027365,11-11-1976,Male
AW00027366,06-04-1982,Male
AW00027367,05-10-1981,Female
AW00027368,29-02-1976,Female
AW00027369,17-04-1976,Female
AW00027370,07-07-1976,Female
AW00027371,24-04-1977,Female
AW00027372,31-07-1953,Male
AW00027373,17-10-1953,Male
AW00027374,21-05-1965,Male
AW00027375,31-08-1959,Female
AW00027376,24-01-1954,Female
AW00027377,04-08-1952,Female
AW00027378,15-03-1958,Female
AW00027379,06-12-1952,Female
AW00027380,12-11-1958,Male
AW00027381,20-02-1943,Female
AW00027382,14-12-1942,Female
AW00027383,30-08-1943,Male
AW00027384,13-10-1943,Male
AW00027385,15-10-1950,Male
AW00027386,23-01-1945,Male
AW00027387,05-11-1944,Male
AW00027388,12-10-1945,Male
AW00027389,15-04-1946,Male
AW00027390,10-01-1946,Female
AW00027391,17-08-1952,Male
AW00027392,22-02-1947,Female
AW00027393,10-06-1948,Female
AW00027394,21-03-1948,Male
AW00027395,08-08-1953,Female
AW00027396,22-11-1948,Male
AW00027397,03-07-1948,Male
AW00027398,28-02-1949,Female
AW00027399,22-05-1949,Male
AW00027400,06-10-1948,Male
AW00027401,06-03-1950,Male
AW00027402,16-06-1955,Male
AW00027403,17-11-1950,Male
AW00027404,30-10-1957,Female
AW00027405,06-12-1951,Male
AW00027406,15-04-1952,Male
AW00027407,01-02-1957,Female
AW00027408,07-02-1952,Female
AW00027409,03-05-1953,Male
AW00027410,22-03-1958,Female
AW00027411,16-03-1953,Male
AW00027412,03-03-1953,Male
AW00027413,17-04-1953,Female
AW00027414,03-05-1953,Female
AW00027415,02-08-1953,Male
AW00027416,07-01-1959,Male
AW00027417,12-07-1953,Male
AW00027418,22-03-1954,Female
AW00027419,01-06-1955,Female
AW00027420,03-03-1955,Male
AW00027421,01-02-1960,Female
AW00027422,14-01-1955,Male
AW00027423,13-11-1954,Male
AW00027424,09-10-1954,Male
AW00027425,06-01-1955,Male
AW00027426,18-12-1960,Male
AW00027427,05-02-1960,Male
AW00027428,08-09-1955,Female
AW00027429,20-07-1955,Female
AW00027430,23-11-1955,Female
AW00027431,08-09-1961,Male
AW00027432,05-05-1961,Male
AW00027433,17-02-1956,Male
AW00027434,23-12-1955,Male
AW00027435,07-06-1956,Female
AW00027436,07-11-1962,Female
AW00027437,02-08-1956,Female
AW00027438,02-01-1957,Male
AW00027439,04-05-1958,Male
AW00027440,08-01-1958,Female
AW00027441,31-10-1958,Male
AW00027442,22-04-1959,Female
AW00027443,09-06-1959,Female
AW00027444,14-07-1974,Female
AW00027445,12-04-1975,Male
AW00027446,04-06-1980,Male
AW00027447,26-10-1974,Female
AW00027448,30-10-1970,Male
AW00027449,04-08-1973,Male
AW00027450,11-01-1973,Female
AW00027451,20-05-1973,Male
AW00027452,16-11-1972,Male
AW00027453,30-10-1974,Male
AW00027454,05-12-1979,Male
AW00027455,17-05-1974,Female
AW00027456,14-08-1973,Male
AW00027457,05-12-1973,Female
AW00027458,13-12-1979,Male
AW00027459,23-11-1979,Male
AW00027460,24-10-1979,Male
AW00027461,04-04-1985,Female
AW00027462,29-10-1984,Male
AW00027463,01-05-1985,Female
AW00027464,17-04-1950,Female
AW00027465,23-04-1984,Male
AW00027466,09-09-1983,Female
AW00027467,13-09-1983,Male
AW00027468,10-04-1984,Male
AW00027469,22-08-1951,Female
AW00027470,16-09-1952,Female
AW00027471,14-09-1953,Female
AW00027472,10-08-1953,Female
AW00027473,05-07-1964,Male
AW00027474,24-07-1982,Female
AW00027475,17-12-1982,Female
AW00027476,14-08-1982,Female
AW00027477,09-02-1983,Male
AW00027478,10-12-1982,Female
AW00027479,08-09-1982,Female
AW00027480,05-12-1982,Female
AW00027481,24-11-1982,Male
AW00027482,19-01-1960,Male
AW00027483,22-08-1960,Male
AW00027484,13-09-1954,Female
AW00027485,08-07-1961,Female
AW00027486,06-05-1961,Male
AW00027487,30-03-1968,Male
AW00027488,29-12-1956,Female
AW00027489,10-02-1957,Female
AW00027490,30-09-1956,Female
AW00027491,01-09-1957,Male
AW00027492,25-07-1957,Male
AW00027493,23-05-1958,Female
AW00027494,11-07-1964,Female
AW00027495,21-02-1960,Female
AW00027496,23-08-1965,Male
AW00027497,31-01-1960,Male
AW00027498,17-06-1972,Female
AW00027499,04-01-1961,Female
AW00027500,09-09-1966,Male
AW00027501,21-02-1966,Male
AW00027502,26-04-1981,Male
AW00027503,14-06-1981,Male
AW00027504,16-03-1981,Female
AW00027505,17-06-1981,Female
AW00027506,10-12-1980,Female
AW00027507,24-12-1980,Female
AW00027508,10-08-1978,Male
AW00027509,16-12-1981,Male
AW00027510,02-04-1982,Male
AW00027511,30-01-1978,Female
AW00027512,01-12-1961,Male
AW00027513,15-07-1962,Female
AW00027514,22-10-1962,Female
AW00027515,09-09-1963,Male
AW00027516,08-05-1970,Male
AW00027517,01-11-1964,Male
AW00027518,07-11-1964,Female
AW00027519,30-09-1964,Male
AW00027520,13-08-1964,Male
AW00027521,18-04-1979,Male
AW00027522,01-02-1980,Female
AW00027523,17-09-1979,Female
AW00027524,10-05-1980,Female
AW00027525,12-12-1979,Female
AW00027526,08-06-1980,Male
AW00027527,03-04-1983,Female
AW00027528,20-04-1977,Female
AW00027529,15-08-1971,Female
AW00027530,19-11-1962,Female
AW00027531,08-02-1975,Female
AW00027532,02-04-1975,Female
AW00027533,21-09-1969,Female
AW00027534,18-01-1970,Female
AW00027535,24-10-1969,Male
AW00027536,21-11-1980,Female
AW00027537,18-02-1974,Female
AW00027538,13-08-1968,Male
AW00027539,06-01-1974,Male
AW00027540,03-05-1974,Female
AW00027541,11-04-1974,Female
AW00027542,01-11-1967,Female
AW00027543,23-08-1967,Female
AW00027544,16-01-1967,Female
AW00027545,08-01-1972,Male
AW00027546,11-11-1965,Male
AW00027547,31-01-1966,Male
AW00027548,24-05-1977,Male
AW00027549,03-06-1966,Male
AW00027550,18-11-1978,Male
AW00027551,15-04-1973,Male
AW00027552,10-08-1972,Female
AW00027553,30-05-1973,Female
AW00027554,22-07-1971,Female
AW00027555,09-02-1966,Female
AW00027556,06-12-1965,Female
AW00027557,15-05-1966,Male
AW00027558,02-08-1965,Male
AW00027559,22-02-1971,Female
AW00027560,12-07-1965,Female
AW00027561,19-08-1964,Female
AW00027562,19-06-1970,Female
AW00027563,22-07-1964,Male
AW00027564,17-02-1965,Male
AW00027565,02-12-1964,Female
AW00027566,26-03-1965,Male
AW00027567,21-06-1965,Female
AW00027568,07-03-1970,Male
AW00027569,30-10-1970,Female
AW00027570,09-05-1976,Female
AW00027571,13-04-1981,Female
AW00027572,06-03-1975,Male
AW00027573,19-12-1963,Male
AW00027574,06-10-1974,Female
AW00027575,01-08-1969,Female
AW00027576,30-08-1969,Female
AW00027577,02-12-1963,Male
AW00027578,07-05-1964,Female
AW00027579,11-09-1963,Male
AW00027580,19-04-1975,Female
AW00027581,05-05-1975,Male
AW00027582,09-09-1975,Female
AW00027583,06-09-1975,Male
AW00027584,09-03-1981,Female
AW00027585,23-02-1981,Female
AW00027586,12-02-1974,Female
AW00027587,13-09-1973,Female
AW00027588,13-05-1974,Female
AW00027589,20-05-1978,Male
AW00027590,19-10-1972,Male
AW00027591,13-02-1973,Male
AW00027592,26-05-1973,Male
AW00027593,12-12-1978,Male
AW00027594,10-11-1972,Male
AW00027595,21-03-1972,Female
AW00027596,11-03-1977,Male
AW00027597,04-03-1972,Male
AW00027598,11-11-1971,Male
AW00027599,01-08-1971,Male
AW00027600,20-03-1959,Female
AW00027601,06-05-1970,Female
AW00027602,05-10-1958,Male
AW00027603,08-09-1962,Female
AW00027604,31-08-1962,Male
AW00027605,18-07-1973,Male
AW00027606,24-11-1962,Female
AW00027607,08-02-1962,Male
AW00027608,21-07-1967,Male
AW00027609,01-11-1967,Female
AW00027610,24-08-1961,Male
AW00027611,02-06-1962,Male
AW00027612,18-11-1978,Male
AW00027613,14-03-1973,Female
AW00027614,05-01-1962,Male
AW00027615,30-09-1970,Female
AW00027616,10-06-1971,Female
AW00027617,18-07-1980,Female
AW00027618,19-09-1975,Female
AW00027619,24-11-1975,Male
AW00027620,02-09-1975,Female
AW00027621,23-01-1975,Male
AW00027622,15-06-1967,Male
AW00027623,02-06-1962,Male
AW00027624,08-01-1967,Male
AW00027625,29-09-1961,Female
AW00027626,29-02-1940,Male
AW00027627,17-01-1940,Male
AW00027628,17-06-1974,Female
AW00027629,18-01-1969,Male
AW00027630,23-04-1969,Male
AW00027631,30-04-1980,Female
AW00027632,07-11-1967,Female
AW00027633,13-12-1967,Male
AW00027634,22-05-1968,Female
AW00027635,02-04-1979,Female
AW00027636,03-04-1968,Female
AW00027637,07-07-1967,Female
AW00027638,12-03-1973,Male
AW00027639,19-03-1968,Female
AW00027640,19-06-1968,Female
AW00027641,07-11-1967,Female
AW00027642,14-08-1967,Female
AW00027643,27-06-1967,Male
AW00027644,06-08-1972,Female
AW00027645,14-08-1972,Male
AW00027646,13-05-1967,Male
AW00027647,21-09-1972,Male
AW00027648,08-05-1961,Male
AW00027649,05-12-1960,Male
AW00027650,14-08-1960,Male
AW00027651,05-05-1961,Male
AW00027652,15-01-1960,Male
AW00027653,06-11-1940,Female
AW00027654,15-08-1940,Female
AW00027655,03-06-1941,Female
AW00027656,10-06-1942,Male
AW00027657,15-04-1942,Male
AW00027658,03-01-1942,Male
AW00027659,19-12-1941,Male
AW00027660,24-07-1941,Male
AW00027661,07-02-1942,Male
AW00027662,13-12-1965,Female
AW00027663,21-09-1971,Male
AW00027664,18-04-1971,Male
AW00027665,13-12-1959,Male
AW00027666,23-01-1960,Female
AW00027667,20-06-1960,Female
AW00027668,25-04-1959,Male
AW00027669,20-05-1970,Female
AW00027670,01-01-1970,Female
AW00027671,01-09-1958,Male
AW00027672,05-10-1958,Male
AW00027673,20-11-1958,Female
AW00027674,20-12-1957,Female
AW00027675,13-04-1958,Female
AW00027676,07-10-1956,Male
AW00027677,22-02-1957,Female
AW00027678,10-03-1957,Male
AW00027679,12-06-1957,Female
AW00027680,02-08-1962,Male
AW00027681,07-12-1956,Female
AW00027682,09-05-1956,Female
AW00027683,09-08-1954,Female
AW00027684,25-06-1955,Female
AW00027685,13-11-1974,Male
AW00027686,15-11-1968,Male
AW00027687,25-04-1969,Female
AW00027688,24-06-1974,Male
AW00027689,12-11-1968,Male
AW00027690,16-12-1972,Female
AW00027691,14-11-1972,Male
AW00027692,01-12-1972,Male
AW00027693,25-03-1973,Male
AW00027694,14-11-1967,Male
AW00027695,11-08-1973,Female
AW00027696,31-03-1968,Male
AW00027697,28-08-1966,Male
AW00027698,14-07-1966,Female
AW00027699,06-11-1972,Female
AW00027700,08-01-1936,Male
AW00027701,05-08-1976,Male
AW00027702,14-03-1971,Male
AW00027703,06-04-1965,Female
AW00027704,27-05-1939,Male
AW00027705,08-11-1976,Male
AW00027706,20-12-1969,Female
AW00027707,19-09-1975,Female
AW00027708,19-12-1969,Female
AW00027709,09-04-1974,Male
AW00027710,17-06-1974,Male
AW00027711,19-07-1968,Female
AW00027712,06-04-1968,Female
AW00027713,07-10-1966,Female
AW00027714,20-09-1966,Male
AW00027715,01-12-1977,Female
AW00027716,29-09-1972,Male
AW00027717,01-02-1972,Female
AW00027718,19-05-1983,Male
AW00027719,13-05-1967,Male
AW00027720,31-08-1971,Male
AW00027721,10-07-1961,Male
AW00027722,02-05-1962,Male
AW00027723,17-04-1959,Female
AW00027724,22-11-1981,Male
AW00027725,09-02-1986,Male
AW00027726,23-09-1985,Female
AW00027727,17-09-1984,Female
AW00027728,29-01-1943,Female
AW00027729,14-05-1984,Female
AW00027730,25-02-1984,Female
AW00027731,03-03-1984,Male
AW00027732,24-11-1983,Female
AW00027733,30-01-1944,Male
AW00027734,06-08-1982,Male
AW00027735,18-12-1982,Female
AW00027736,18-02-1983,Female
AW00027737,21-03-1983,Male
AW00027738,12-08-1984,Female
AW00027739,01-09-1984,Female
AW00027740,08-07-1984,Female
AW00027741,11-02-1985,Female
AW00027742,08-09-1984,Male
AW00027743,24-07-1952,Female
AW00027744,14-06-1948,Male
AW00027745,09-09-1948,Male
AW00027746,09-08-1948,Male
AW00027747,09-10-1981,Male
AW00027748,23-01-1982,Male
AW00027749,21-05-1982,Female
AW00027750,08-12-1981,Male
AW00027751,05-05-1982,Female
AW00027752,19-11-1980,Male
AW00027753,22-05-1981,Male
AW00027754,14-07-1979,Male
AW00027755,12-03-1980,Female
AW00027756,25-03-1971,Female
AW00027757,17-01-1971,Male
AW00027758,10-09-1981,Female
AW00027759,06-05-1976,Female
AW00027760,06-12-1979,Female
AW00027761,29-11-1973,Female
AW00027762,20-12-1973,Male
AW00027763,06-03-1984,Female
AW00027764,10-05-1984,Female
AW00027765,14-01-1973,Male
AW00027766,04-10-1983,Male
AW00027767,08-04-1973,Female
AW00027768,16-09-1972,Female
AW00027769,31-10-1972,Female
AW00027770,31-10-1972,Female
AW00027771,13-01-1973,Male
AW00027772,20-09-1971,Male
AW00027773,02-06-1972,Male
AW00027774,20-04-1977,Male
AW00027775,12-06-1973,Female
AW00027776,02-11-1971,Female
AW00027777,01-11-1971,Male
AW00027778,21-04-1972,Female
AW00027779,26-08-1970,Male
AW00027780,15-03-1976,Female
AW00027781,08-01-1976,Male
AW00027782,20-02-1976,Male
AW00027783,14-08-1970,Female
AW00027784,02-05-1970,Male
AW00027785,03-04-1937,Male
AW00027786,04-04-1970,Female
AW00027787,05-11-1969,Male
AW00027788,16-08-1985,Male
AW00027789,30-01-1969,Male
AW00027790,06-12-1968,Female
AW00027791,05-03-1980,Female
AW00027792,17-02-1969,Female
AW00027793,07-03-1939,Male
AW00027794,09-10-1938,Female
AW00027795,01-03-1972,Female
AW00027796,05-12-1971,Male
AW00027797,30-12-1971,Male
AW00027798,08-11-1971,Male
AW00027799,23-03-1983,Male
AW00027800,15-04-1972,Female
AW00027801,30-10-1974,Female
AW00027802,02-04-1969,Female
AW00027803,18-08-1968,Female
AW00027804,05-10-1978,Male
AW00027805,13-03-1968,Female
AW00027806,17-02-1973,Female
AW00027807,03-06-1940,Male
AW00027808,03-11-1976,Male
AW00027809,28-10-1976,Female
AW00027810,21-11-1969,Female
AW00027811,07-02-1969,Male
AW00027812,29-10-1982,Female
AW00027813,02-08-1982,Male
AW00027814,23-04-1985,Female
AW00027815,24-06-1985,Female
AW00027816,21-06-1984,Male
AW00027817,23-04-1974,Female
AW00027818,04-03-1974,Female
AW00027819,02-09-1968,Female
AW00027820,06-01-1969,Male
AW00027821,15-03-1969,Male
AW00027822,14-03-1973,Male
AW00027823,09-12-1984,Female
AW00027824,31-10-1983,Female
AW00027825,02-05-1984,Female
AW00027826,09-04-1984,Male
AW00027827,26-05-1984,Female
AW00027828,24-12-1983,Male
AW00027829,27-03-1983,Male
AW00027830,12-06-1982,Male
AW00027831,09-05-1982,Male
AW00027832,06-10-1981,Female
AW00027833,05-08-1979,Female
AW00027834,02-12-1979,Female
AW00027835,21-02-1980,Male
AW00027836,17-06-1980,Male
AW00027837,02-04-1980,Female
AW00027838,18-03-1980,Female
AW00027839,23-10-1980,Female
AW00027840,12-03-1984,Male
AW00027841,09-08-1967,Male
AW00027842,01-05-1972,Female
AW00027843,11-02-1941,Male
AW00027844,25-04-1942,Male
AW00027845,28-02-1973,Male
AW00027846,13-03-1968,Male
AW00027847,25-04-1963,Female
AW00027848,22-02-1962,Male
AW00027849,01-05-1966,Male
AW00027850,10-07-1960,Male
AW00027851,04-07-1943,Female
AW00027852,19-10-1944,Male
AW00027853,15-03-1946,Female
AW00027854,08-01-1947,Male
AW00027855,21-06-1947,Female
AW00027856,14-07-1946,Female
AW00027857,23-08-1947,Female
AW00027858,01-05-1948,Female
AW00027859,23-06-1948,Male
AW00027860,19-12-1985,Male
AW00027861,20-07-1985,Female
AW00027862,06-02-1985,Female
AW00027863,22-01-1986,Female
AW00027864,20-11-1985,Male
AW00027865,25-01-1983,Female
AW00027866,18-04-1983,Male
AW00027867,02-11-1981,Male
AW00027868,13-03-1982,Female
AW00027869,07-12-1981,Female
AW00027870,14-01-1985,Male
AW00027871,10-09-1984,Female
AW00027872,01-08-1984,Male
AW00027873,01-10-1983,Female
AW00027874,16-12-1983,Male
AW00027875,20-03-1983,Female
AW00027876,10-11-1982,Male
AW00027877,16-08-1982,Female
AW00027878,11-06-1983,Male
AW00027879,01-11-1982,Male
AW00027880,08-02-1949,Male
AW00027881,03-04-1972,Male
AW00027882,23-07-1972,Male
AW00027883,03-11-1966,Male
AW00027884,30-01-1978,Female
AW00027885,18-02-1967,Male
AW00027886,21-09-1971,Female
AW00027887,07-03-1966,Male
AW00027888,12-12-1965,Female
AW00027889,19-11-1965,Female
AW00027890,07-02-1966,Male
AW00027891,19-10-1971,Male
AW00027892,10-04-1966,Female
AW00027893,20-05-1965,Male
AW00027894,02-02-1965,Male
AW00027895,04-09-1963,Male
AW00027896,27-03-1966,Male
AW00027897,08-03-1966,Female
AW00027898,06-12-1965,Female
AW00027899,01-04-1965,Female
AW00027900,16-06-1970,Female
AW00027901,15-02-1965,Female
AW00027902,01-01-1965,Female
AW00027903,16-02-1976,Female
AW00027904,08-03-1976,Male
AW00027905,11-03-1976,Male
AW00027906,13-04-1981,Male
AW00027907,13-04-1981,Male
AW00027908,01-11-1981,Female
AW00027909,09-11-1981,Female
AW00027910,11-08-1948,Male
AW00027911,06-08-1981,Male
AW00027912,07-09-1981,Female
AW00027913,20-06-1982,Female
AW00027914,07-02-1980,Female
AW00027915,21-04-1985,Female
AW00027916,16-09-1979,Male
AW00027917,29-10-1984,Female
AW00027918,16-08-1983,Female
AW00027919,19-04-1978,Male
AW00027920,18-06-1978,Female
AW00027921,08-10-1958,Female
AW00027922,10-06-1964,Female
AW00027923,18-03-1964,Male
AW00027924,22-11-1962,Male
AW00027925,10-08-1962,Male
AW00027926,06-07-1961,Male
AW00027927,02-10-1961,Male
AW00027928,06-12-1961,Female
AW00027929,26-12-1961,Male
AW00027930,22-04-1961,Male
AW00027931,14-01-1961,Female
AW00027932,08-01-1972,Female
AW00027933,19-08-1959,Female
AW00027934,07-12-1955,Female
AW00027935,21-10-1950,Male
AW00027936,04-01-1951,Male
AW00027937,19-11-1950,Female
AW00027938,23-09-1950,Male
AW00027939,19-06-1951,Male
AW00027940,26-04-1952,Male
AW00027941,07-12-1958,Female
AW00027942,18-06-1965,Male
AW00027943,17-04-1960,Female
AW00027944,08-06-1960,Male
AW00027945,08-04-1965,Female
AW00027946,31-10-1959,Female
AW00027947,09-04-1959,Female
AW00027948,22-07-1964,Male
AW00027949,26-08-1958,Male
AW00027950,26-10-1957,Male
AW00027951,09-01-1958,Male
AW00027952,19-12-1957,Male
AW00027953,11-05-1963,Female
AW00027954,29-01-1957,Female
AW00027955,24-05-1962,Male
AW00027956,11-10-1956,Male
AW00027957,19-08-1956,Female
AW00027958,16-02-1968,Male
AW00027959,08-09-1961,Male
AW00027960,21-05-1956,Male
AW00027961,21-11-1954,Male
AW00027962,05-05-1955,Female
AW00027963,22-08-1960,Female
AW00027964,11-11-1954,Female
AW00027965,09-05-1960,Female
AW00027966,12-08-1953,Female
AW00027967,23-06-1953,Female
AW00027968,04-12-1981,Male
AW00027969,28-03-1982,Male
AW00027970,08-03-1981,Male
AW00027971,29-08-1979,Female
AW00027972,30-01-1979,Male
AW00027973,22-11-1984,Male
AW00027974,19-11-1978,Male
AW00027975,08-11-1977,Male
AW00027976,24-10-1977,Female
AW00027977,21-10-1977,Male
AW00027978,09-04-1982,Female
AW00027979,22-03-1977,Male
AW00027980,01-05-1982,Female
AW00027981,30-01-1982,Female
AW00027982,08-09-1983,Male
AW00027983,19-04-1977,Male
AW00027984,29-08-1976,Female
AW00027985,07-01-1976,Female
AW00027986,05-10-1975,Male
AW00027987,17-12-1975,Male
AW00027988,07-03-1955,Male
AW00027989,05-09-1953,Male
AW00027990,17-04-1954,Female
AW00027991,16-04-1954,Female
AW00027992,10-03-1954,Male
AW00027993,13-08-1952,Male
AW00027994,01-01-1943,Female
AW00027995,06-10-1942,Male
AW00027996,18-11-1942,Female
AW00027997,21-09-1948,Female
AW00027998,05-08-1942,Male
AW00027999,20-04-1949,Male
AW00028000,01-10-1943,Female
AW00028001,23-11-1944,Female
AW00028002,16-08-1944,Female
AW00028003,18-05-1945,Female
AW00028004,08-03-1945,Female
AW00028005,19-02-1946,Female
AW00028006,08-10-1946,Male
AW00028007,03-04-1947,Male
AW00028008,06-05-1947,Female
AW00028009,07-01-1959,Female
AW00028010,11-08-1947,Male
AW00028011,24-08-1948,Male
AW00028012,07-12-1954,Male
AW00028013,12-04-1955,Male
AW00028014,22-04-1950,Female
AW00028015,15-05-1958,Male
AW00028016,21-05-1951,Male
AW00028017,22-12-1950,Male
AW00028018,17-03-1956,Female
AW00028019,30-11-1951,Female
AW00028020,23-05-1957,Male
AW00028021,14-03-1952,Female
AW00028022,10-12-1951,Male
AW00028023,14-03-1952,Female
AW00028024,04-10-1951,Male
AW00028025,24-07-1952,Female
AW00028026,18-01-1969,Female
AW00028027,05-05-1953,Female
AW00028028,11-06-1953,Male
AW00028029,25-05-1953,Male
AW00028030,01-10-1958,Male
AW00028031,05-09-1952,Female
AW00028032,09-05-1953,Female
AW00028033,19-08-1952,Male
AW00028034,12-09-1959,Female
AW00028035,07-02-1954,Female
AW00028036,03-12-1953,Male
AW00028037,16-12-1953,Male
AW00028038,19-08-1953,Male
AW00028039,30-08-1959,Male
AW00028040,22-08-1954,Male
AW00028041,30-10-1954,Female
AW00028042,11-04-1960,Male
AW00028043,03-05-1955,Female
AW00028044,09-01-1955,Male
AW00028045,02-07-1955,Male
AW00028046,13-11-1955,Female
AW00028047,18-06-1956,Male
AW00028048,06-10-1961,Male
AW00028049,23-04-1956,Male
AW00028050,03-04-1956,Male
AW00028051,11-01-1962,Male
AW00028052,16-02-1968,Male
AW00028053,25-10-1956,Male
AW00028054,07-05-1957,Female
AW00028055,21-10-1963,Female
AW00028056,12-05-1958,Male
AW00028057,10-09-1957,Female
AW00028058,04-09-1957,Female
AW00028059,15-05-1959,Male
AW00028060,13-04-1977,Male
AW00028061,05-01-1977,Male
AW00028062,11-09-1971,Male
AW00028063,10-06-1972,Female
AW00028064,09-09-1977,Female
AW00028065,04-07-1971,Female
AW00028066,12-04-1980,Male
AW00028067,08-12-1980,Female
AW00028068,12-04-1975,Female
AW00028069,31-12-1977,Male
AW00028070,07-04-1979,Male
AW00028071,06-01-1985,Male
AW00028072,18-08-1973,Female
AW00028073,10-10-1972,Female
AW00028074,19-10-1983,Male
AW00028075,10-02-1978,Male
AW00028076,11-05-1973,Male
AW00028077,06-10-1972,Female
AW00028078,09-09-1974,Male
AW00028079,03-03-1979,Female
AW00028080,25-03-1974,Female
AW00028081,07-09-1979,Female
AW00028082,29-01-1974,Male
AW00028083,14-02-1974,Female
AW00028084,19-02-1974,Male
AW00028085,12-01-1985,Male
AW00028086,12-08-1984,Female
AW00028087,11-10-1984,Female
AW00028088,25-10-1984,Male
AW00028089,12-03-1985,Male
AW00028090,02-10-1984,Male
AW00028091,23-12-1949,Female
AW00028092,14-06-1984,Female
AW00028093,26-08-1983,Male
AW00028094,25-05-1984,Female
AW00028095,11-08-1983,Female
AW00028096,18-05-1984,Female
AW00028097,02-03-1984,Female
AW00028098,24-07-1952,Male
AW00028099,04-04-1984,Male
AW00028100,22-02-1984,Female
AW00028101,13-03-1983,Male
AW00028102,02-12-1953,Male
AW00028103,17-11-1959,Male
AW00028104,18-02-1983,Female
AW00028105,23-05-1983,Female
AW00028106,24-11-1982,Female
AW00028107,22-09-1955,Female
AW00028108,17-11-1955,Male
AW00028109,03-09-1955,Male
AW00028110,03-11-1956,Female
AW00028111,03-01-1957,Male
AW00028112,19-01-1986,Female
AW00028113,11-10-1957,Female
AW00028114,11-12-1958,Male
AW00028115,04-09-1958,Female
AW00028116,01-08-1969,Female
AW00028117,08-02-1971,Male
AW00028118,07-01-1961,Female
AW00028119,06-04-1966,Male
AW00028120,16-07-1966,Male
AW00028121,14-08-1980,Female
AW00028122,05-12-1980,Male
AW00028123,11-08-1980,Female
AW00028124,29-12-1980,Female
AW00028125,21-03-1981,Male
AW00028126,11-07-1980,Female
AW00028127,15-12-1980,Male
AW00028128,18-10-1979,Male
AW00028129,03-09-1979,Male
AW00028130,02-08-1978,Male
AW00028131,07-10-1978,Male
AW00028132,12-03-1978,Male
AW00028133,31-05-1962,Male
AW00028134,23-05-1962,Male
AW00028135,06-11-1962,Female
AW00028136,23-09-1962,Female
AW00028137,23-03-1975,Female
AW00028138,12-05-1964,Male
AW00028139,13-01-1964,Female
AW00028140,31-12-1969,Male
AW00028141,13-09-1979,Male
AW00028142,10-08-1985,Male
AW00028143,11-05-1985,Male
AW00028144,20-02-1980,Male
AW00028145,10-05-1980,Male
AW00028146,10-06-1972,Male
AW00028147,15-01-1970,Male
AW00028148,15-02-1975,Male
AW00028149,08-08-1975,Male
AW00028150,06-05-1970,Male
AW00028151,08-04-1974,Female
AW00028152,25-02-1974,Male
AW00028153,20-09-1968,Female
AW00028154,09-10-1973,Female
AW00028155,21-02-1974,Female
AW00028156,09-12-1973,Female
AW00028157,22-04-1974,Male
AW00028158,03-09-1967,Male
AW00028159,27-08-1967,Female
AW00028160,09-03-1968,Female
AW00028161,06-03-1984,Female
AW00028162,09-12-1967,Male
AW00028163,07-03-1973,Female
AW00028164,19-04-1968,Female
AW00028165,09-03-1967,Female
AW00028166,01-01-1967,Female
AW00028167,19-08-1966,Male
AW00028168,09-04-1967,Female
AW00028169,14-03-1972,Male
AW00028170,18-01-1972,Female
AW00028171,12-10-1972,Male
AW00028172,23-11-1972,Male
AW00028173,31-07-1965,Male
AW00028174,21-04-1971,Male
AW00028175,29-12-1965,Male
AW00028176,31-12-1972,Female
AW00028177,14-02-1973,Male
AW00028178,23-04-1978,Female
AW00028179,26-04-1973,Male
AW00028180,31-01-1973,Male
AW00028181,30-08-1976,Female
AW00028182,05-03-1966,Male
AW00028183,01-01-1966,Female
AW00028184,04-12-1976,Female
AW00028185,13-10-1976,Male
AW00028186,05-08-1965,Female
AW00028187,09-11-1970,Male
AW00028188,13-10-1964,Female
AW00028189,22-10-1970,Male
AW00028190,17-05-1970,Female
AW00028191,16-12-1964,Female
AW00028192,18-09-1970,Female
AW00028193,16-10-1964,Female
AW00028194,14-08-1964,Female
AW00028195,30-12-1964,Female
AW00028196,15-11-1963,Male
AW00028197,02-10-1969,Female
AW00028198,10-08-1963,Male
AW00028199,07-11-1963,Female
AW00028200,07-09-1963,Female
AW00028201,25-03-1975,Male
AW00028202,12-09-1974,Female
AW00028203,26-12-1974,Male
AW00028204,28-09-1980,Male
AW00028205,31-08-1973,Female
AW00028206,19-01-1976,Female
AW00028207,08-11-1975,Male
AW00028208,19-01-1976,Female
AW00028209,08-05-1974,Female
AW00028210,30-11-1973,Female
AW00028211,23-04-1974,Male
AW00028212,02-04-1979,Female
AW00028213,09-03-1979,Male
AW00028214,09-03-1979,Female
AW00028215,10-05-1973,Female
AW00028216,23-07-1972,Female
AW00028217,10-10-1980,Female
AW00028218,31-12-1972,Female
AW00028219,16-10-1972,Male
AW00028220,19-03-1972,Female
AW00028221,13-05-1963,Female
AW00028222,05-07-1962,Male
AW00028223,03-07-1968,Female
AW00028224,03-08-1962,Male
AW00028225,06-09-1979,Male
AW00028226,20-11-1961,Male
AW00028227,14-03-1962,Male
AW00028228,30-01-1978,Female
AW00028229,14-09-1967,Female
AW00028230,24-09-1967,Female
AW00028231,12-08-1978,Male
AW00028232,20-02-1976,Male
AW00028233,19-02-1976,Male
AW00028234,13-08-1970,Male
AW00028235,11-08-1970,Male
